N° da fatura,Data da fatura,ID Cliente,País,Quantidade,Valor
C565284,9/2/2021 11:31:00,12471,Germany,-13,"-84,72"
575579,11/10/2021 11:49:00,13081,United Kingdom,144,"72,00"
567918,9/22/2021 17:20:00,,United Kingdom,-1,"0,00"
578665,11/24/2021 17:02:00,16570,United Kingdom,208,"427,08"
547796,3/25/2021 12:34:00,14646,Netherlands,731,"1407,86"
554967,5/27/2021 16:23:00,,United Kingdom,1,"5,95"
C538531,12/13/2020 10:31:00,13715,United Kingdom,-2,"-7,50"
543032,2/2/2021 15:39:00,12990,United Kingdom,50,"97,50"
562166,8/3/2021 12:10:00,13209,United Kingdom,524,"595,26"
C561684,7/28/2021 19:36:00,13136,United Kingdom,-2,"-16,50"
556235,6/9/2021 15:29:00,12778,Netherlands,85,"84,00"
571741,10/19/2021 10:36:00,15610,United Kingdom,66,"112,46"
C546217,3/10/2021 12:04:00,14057,United Kingdom,-168,"-70,56"
537354,12/6/2020 12:23:00,12748,United Kingdom,85,"133,07"
560576,7/19/2021 14:59:00,17287,United Kingdom,110,"202,07"
581253,12/8/2021 11:15:00,16891,United Kingdom,28,"115,95"
576368,11/14/2021 18:33:00,,United Kingdom,-864,"0,00"
572913,10/26/2021 16:21:00,15993,United Kingdom,678,"863,89"
547324,3/22/2021 11:27:00,13014,United Kingdom,108,"317,80"
551900,5/5/2021 10:45:00,,United Kingdom,2,"0,00"
572534,10/24/2021 16:07:00,,United Kingdom,-2,"0,00"
579489,11/29/2021 15:22:00,16775,United Kingdom,27,"129,15"
565480,9/5/2021 11:27:00,18273,United Kingdom,40,"102,00"
565369,9/2/2021 15:02:00,,United Kingdom,1,"0,00"
551558,5/3/2021 10:41:00,17841,United Kingdom,152,"327,71"
C558202,6/27/2021 13:24:00,17841,United Kingdom,-3,"-7,45"
536614,12/2/2020 9:44:00,17850,United Kingdom,12,"22,20"
559525,7/10/2021 10:30:00,16923,United Kingdom,214,"391,52"
C543643,2/10/2021 17:44:00,16161,United Kingdom,-12,"-28,75"
536920,12/3/2020 12:01:00,,United Kingdom,58,"69,30"
560714,7/20/2021 13:10:00,14456,United Kingdom,20,"26,25"
548746,4/4/2021 12:11:00,12471,Germany,40,"50,00"
566248,9/11/2021 12:06:00,13272,United Kingdom,72,"140,96"
C577364,11/18/2021 16:18:00,14140,United Kingdom,-2,"-15,00"
565475,9/5/2021 10:47:00,14156,EIRE,5034,"7480,06"
565424,9/4/2021 12:24:00,15215,United Kingdom,92,"300,04"
540350,1/6/2021 14:14:00,18283,United Kingdom,61,"108,45"
553612,5/18/2021 10:48:00,17556,United Kingdom,101,"157,90"
540274,1/6/2021 11:59:00,14618,United Kingdom,92,"211,80"
550996,4/26/2021 8:57:00,16681,United Kingdom,260,"314,92"
581580,12/9/2021 12:20:00,12748,United Kingdom,82,"94,11"
C554519,5/24/2021 16:59:00,13549,United Kingdom,-1,"-2,08"
573987,11/2/2021 11:14:00,,United Kingdom,1,"0,00"
574149,11/3/2021 11:29:00,13709,United Kingdom,293,"774,90"
544408,2/18/2021 13:29:00,16726,United Kingdom,106,"61,00"
540273,1/6/2021 11:57:00,17368,United Kingdom,711,"563,15"
578993,11/27/2021 15:38:00,15987,United Kingdom,182,"244,86"
581395,12/8/2021 13:18:00,16892,United Kingdom,35,"123,12"
543279,2/6/2021 14:46:00,17105,United Kingdom,359,"319,40"
C546204,3/10/2021 11:13:00,13599,United Kingdom,-25,"-11,80"
577813,11/22/2021 9:06:00,14297,United Kingdom,458,"580,38"
545103,2/28/2021 11:57:00,15039,United Kingdom,2,"11,90"
552245,5/6/2021 19:42:00,12748,United Kingdom,14,"108,87"
C546416,3/13/2021 10:48:00,14800,United Kingdom,-8,"-10,50"
542905,2/1/2021 15:11:00,12540,Spain,193,"288,98"
574705,11/6/2021 14:06:00,14553,United Kingdom,21,"194,40"
564951,8/31/2021 13:35:00,,United Kingdom,1,"8,25"
565141,9/1/2021 13:40:00,17841,United Kingdom,212,"354,39"
576185,11/14/2021 11:25:00,,United Kingdom,-130,"0,00"
C562796,8/9/2021 14:27:00,13694,United Kingdom,-1,"-64,00"
560246,7/17/2021 12:17:00,14292,United Kingdom,328,"1353,10"
554026,5/20/2021 13:34:00,13324,United Kingdom,376,"648,72"
C549968,4/13/2021 14:24:00,14064,United Kingdom,-432,"-155,52"
568135,9/23/2021 17:04:00,,United Kingdom,664,"1934,53"
574952,11/8/2021 9:47:00,13924,United Kingdom,123,"172,33"
564095,8/23/2021 10:31:00,14930,Channel Islands,52,"165,58"
577298,11/18/2021 12:49:00,14299,United Kingdom,497,"525,55"
557886,6/23/2021 13:39:00,17799,United Kingdom,233,"580,04"
536884,12/3/2020 11:42:00,14589,United Kingdom,5,"39,75"
572676,10/25/2021 13:30:00,16258,United Kingdom,649,"1462,45"
557126,6/16/2021 19:21:00,18168,United Kingdom,83,"115,15"
557118,6/16/2021 17:05:00,14849,United Kingdom,254,"364,16"
562885,8/10/2021 11:30:00,14024,United Kingdom,51,"65,25"
576906,11/17/2021 9:33:00,18225,United Kingdom,575,"616,48"
C578274,11/23/2021 13:42:00,17828,Malta,-8,"-30,81"
552248,5/6/2021 19:49:00,12748,United Kingdom,3,"7,15"
556314,6/10/2021 10:47:00,,United Kingdom,-84,"0,00"
560997,7/22/2021 13:59:00,12627,Germany,426,"768,02"
551567,5/3/2021 11:12:00,,United Kingdom,13,"0,00"
569702,10/5/2021 16:09:00,14396,United Kingdom,186,"377,64"
580372,12/2/2021 17:04:00,16359,United Kingdom,91,"110,73"
543121,2/3/2021 13:58:00,12662,Germany,184,"336,70"
565240,9/2/2021 10:05:00,17949,United Kingdom,372,"1047,12"
539338,12/17/2020 10:54:00,17404,Sweden,3714,"2646,30"
C577390,11/18/2021 17:01:00,18276,United Kingdom,-1,"-6,25"
571439,10/17/2021 13:25:00,17206,United Kingdom,76,"204,24"
566667,9/14/2021 11:34:00,14660,United Kingdom,124,"156,79"
538879,12/14/2020 15:50:00,15392,United Kingdom,402,"338,98"
546520,3/14/2021 12:28:00,14911,EIRE,498,"706,60"
C576397,11/15/2021 10:48:00,13081,United Kingdom,-3,"-29,85"
559981,7/14/2021 11:30:00,14562,United Kingdom,246,"603,54"
543194,2/4/2021 12:25:00,,United Kingdom,-217,"0,00"
565426,9/4/2021 12:41:00,12851,United Kingdom,109,"135,18"
578999,11/27/2021 16:08:00,17595,United Kingdom,144,"230,89"
543049,2/3/2021 10:09:00,,United Kingdom,320,"0,00"
577158,11/18/2021 9:58:00,16293,United Kingdom,135,"342,83"
C550172,4/14/2021 16:54:00,17440,United Kingdom,-3,"-1,17"
569249,10/3/2021 10:15:00,14092,United Kingdom,153,"351,17"
536370,12/1/2020 8:45:00,12583,France,449,"855,86"
580561,12/5/2021 10:25:00,,United Kingdom,-9,"0,00"
572477,10/24/2021 13:39:00,,United Kingdom,-15,"0,00"
564040,8/22/2021 12:45:00,14560,United Kingdom,16,"57,20"
549983,4/13/2021 15:55:00,16348,United Kingdom,77,"157,29"
567628,9/21/2021 13:01:00,14060,United Kingdom,646,"738,58"
558389,6/29/2021 10:18:00,14383,United Kingdom,201,"242,09"
567917,9/22/2021 17:19:00,14298,United Kingdom,2235,"1364,61"
579121,11/28/2021 12:01:00,17299,United Kingdom,69,"91,06"
C549533,4/8/2021 17:08:00,12408,Belgium,-3,"-14,85"
565324,9/2/2021 13:18:00,13232,United Kingdom,105,"169,85"
567208,9/19/2021 11:01:00,,United Kingdom,2,"0,00"
575048,11/8/2021 12:12:00,,United Kingdom,-15,"0,00"
548148,3/29/2021 12:31:00,17931,United Kingdom,164,"297,20"
580658,12/5/2021 13:44:00,17090,United Kingdom,122,"224,04"
580308,12/2/2021 14:30:00,14250,United Kingdom,138,"240,22"
563177,8/12/2021 14:03:00,17293,United Kingdom,1,"65,00"
571622,10/18/2021 10:58:00,14798,United Kingdom,46,"76,34"
578029,11/22/2021 13:33:00,16985,United Kingdom,285,"860,70"
543907,2/14/2021 12:16:00,17346,United Kingdom,62,"105,57"
553205,5/16/2021 8:13:00,15813,United Kingdom,234,"533,26"
577393,11/18/2021 17:06:00,14031,United Kingdom,806,"2068,09"
C560589,7/19/2021 15:50:00,15249,United Kingdom,-17,"-22,65"
552972,5/12/2021 13:43:00,16043,United Kingdom,85,"224,54"
554997,5/29/2021 15:35:00,16746,United Kingdom,226,"321,96"
560600,7/19/2021 17:04:00,,United Kingdom,-2834,"0,00"
576326,11/14/2021 15:18:00,16504,United Kingdom,524,"484,38"
568150,9/25/2021 11:39:00,16689,United Kingdom,64,"128,44"
557670,6/22/2021 10:11:00,12798,Japan,2256,"1607,04"
562460,8/5/2021 11:19:00,17841,United Kingdom,169,"245,83"
C579739,11/30/2021 14:28:00,16956,United Kingdom,-2,"-16,40"
576388,11/15/2021 10:00:00,17510,United Kingdom,214,"308,48"
C569320,10/3/2021 12:19:00,15301,United Kingdom,-4,"-34,90"
542541,1/28/2021 14:25:00,,United Kingdom,345,"1551,56"
555836,6/7/2021 12:36:00,13098,United Kingdom,469,"531,36"
543273,2/6/2021 11:29:00,16456,United Kingdom,247,"449,28"
581399,12/8/2021 13:27:00,17528,United Kingdom,198,"200,50"
544905,2/24/2021 13:54:00,17117,United Kingdom,68,"116,20"
565389,9/2/2021 16:19:00,,United Kingdom,-16,"0,00"
C573253,10/28/2021 12:14:00,17552,United Kingdom,-1,"-3,95"
C577369,11/18/2021 16:20:00,14132,United Kingdom,-2,"-5,90"
576650,11/16/2021 10:34:00,14286,United Kingdom,1505,"1935,90"
549274,4/7/2021 13:07:00,12721,France,239,"366,20"
C557505,6/20/2021 16:05:00,17490,United Kingdom,-5,"-18,75"
575710,11/10/2021 17:29:00,17901,United Kingdom,24,"110,38"
562788,8/9/2021 13:48:00,17669,United Kingdom,206,"368,50"
555286,6/2/2021 9:40:00,14298,United Kingdom,36,"51,00"
547528,3/23/2021 15:05:00,,United Kingdom,2,"0,00"
554667,5/25/2021 15:18:00,15727,United Kingdom,214,"374,82"
548991,4/5/2021 13:48:00,16915,United Kingdom,29,"112,49"
554709,5/26/2021 10:35:00,15769,United Kingdom,600,"1086,00"
570333,10/10/2021 12:19:00,18126,United Kingdom,144,"206,83"
556214,6/9/2021 14:14:00,14913,United Kingdom,455,"301,32"
569850,10/6/2021 13:59:00,16432,United Kingdom,276,"287,40"
557351,6/20/2021 10:42:00,16670,United Kingdom,4,"13,00"
571692,10/18/2021 14:34:00,13860,United Kingdom,7,"27,29"
563613,8/18/2021 8:49:00,12688,Israel,3028,"4873,81"
564821,8/30/2021 12:16:00,14078,United Kingdom,73,"221,46"
565123,9/1/2021 11:56:00,17949,United Kingdom,96,"480,00"
574480,11/4/2021 12:42:00,15010,United Kingdom,184,"308,94"
556516,6/13/2021 10:46:00,,United Kingdom,50,"351,42"
569684,10/5/2021 14:42:00,13947,United Kingdom,44,"90,60"
561878,7/31/2021 12:34:00,17388,United Kingdom,59,"189,83"
579000,11/27/2021 16:18:00,13991,United Kingdom,14,"31,30"
573586,10/31/2021 14:48:00,14704,United Kingdom,1,"15,00"
556271,6/9/2021 19:40:00,17483,United Kingdom,50,"155,10"
C564900,8/31/2021 11:34:00,12948,United Kingdom,-3,"-11,25"
556495,6/12/2021 15:14:00,18069,United Kingdom,179,"304,31"
562042,8/2/2021 10:19:00,13075,United Kingdom,485,"919,61"
C546854,3/17/2021 13:55:00,17511,United Kingdom,-19,"-30,13"
543043,2/2/2021 17:15:00,17848,United Kingdom,13,"44,35"
542535,1/28/2021 13:37:00,12735,France,105,"459,80"
552676,5/10/2021 15:07:00,,United Kingdom,106,"864,26"
555323,6/2/2021 11:02:00,,United Kingdom,29,"204,09"
545327,3/1/2021 15:16:00,13166,United Kingdom,216,"417,20"
541001,1/13/2021 10:28:00,16500,United Kingdom,1,"165,00"
575203,11/9/2021 10:14:00,13018,United Kingdom,24,"42,96"
547079,3/20/2021 15:02:00,15408,United Kingdom,106,"267,18"
554557,5/25/2021 10:12:00,15804,United Kingdom,314,"525,36"
543586,2/10/2021 11:16:00,15809,United Kingdom,112,"198,80"
557846,6/23/2021 10:44:00,17365,United Kingdom,554,"473,82"
541511,1/18/2021 16:45:00,17576,United Kingdom,54,"128,82"
575483,11/9/2021 16:43:00,16996,United Kingdom,154,"415,18"
558113,6/27/2021 8:48:00,14911,EIRE,314,"616,17"
537030,12/3/2020 16:44:00,16455,United Kingdom,142,"246,30"
C566779,9/15/2021 10:03:00,13931,United Kingdom,-4,"-6,60"
562158,8/3/2021 11:45:00,15039,United Kingdom,219,"536,58"
578281,11/23/2021 13:53:00,14099,United Kingdom,74,"213,80"
581190,12/7/2021 16:55:00,,United Kingdom,-102,"0,00"
C576235,11/14/2021 13:28:00,17769,United Kingdom,-3,"-12,45"
571566,10/18/2021 10:19:00,13594,United Kingdom,359,"396,97"
572833,10/26/2021 11:41:00,12748,United Kingdom,15,"30,82"
580490,12/4/2021 12:48:00,15773,United Kingdom,311,"635,68"
C580919,12/6/2021 14:07:00,16571,United Kingdom,-27,"-98,51"
C575056,11/8/2021 12:24:00,17736,United Kingdom,-1,"-39,95"
573917,11/1/2021 17:08:00,18135,United Kingdom,48,"147,00"
573482,10/31/2021 11:20:00,,United Kingdom,-54,"0,00"
561655,7/28/2021 16:00:00,18102,United Kingdom,1828,"6591,60"
547511,3/23/2021 13:44:00,17411,United Kingdom,126,"285,58"
C558256,6/27/2021 17:08:00,13552,United Kingdom,-8,"-19,50"
540844,1/11/2021 16:24:00,12971,United Kingdom,38,"71,50"
546544,3/14/2021 15:41:00,16570,United Kingdom,232,"454,08"
540647,1/10/2021 14:57:00,17406,United Kingdom,515,"1248,32"
563955,8/22/2021 11:00:00,16652,United Kingdom,30,"82,98"
C537597,12/7/2020 12:34:00,15498,United Kingdom,-1,"-281,00"
577748,11/21/2021 14:24:00,15159,United Kingdom,828,"1437,50"
569480,10/4/2021 12:42:00,13408,United Kingdom,4,"23,80"
555472,6/3/2021 11:46:00,16701,United Kingdom,381,"303,12"
C572556,10/24/2021 17:26:00,17317,United Kingdom,-36,"-38,16"
538661,12/13/2020 15:42:00,15194,United Kingdom,119,"309,05"
C539565,12/20/2020 11:56:00,14113,United Kingdom,-7,"-25,25"
577747,11/21/2021 14:21:00,17450,United Kingdom,1182,"5490,24"
575391,11/9/2021 15:36:00,14354,United Kingdom,90,"87,78"
536808,12/2/2020 16:46:00,17659,United Kingdom,64,"247,80"
542396,1/27/2021 15:12:00,,United Kingdom,-4,"0,00"
575493,11/10/2021 8:39:00,18210,United Kingdom,271,"321,37"
556264,6/9/2021 18:42:00,16107,United Kingdom,94,"532,90"
539995,1/4/2021 10:12:00,,United Kingdom,-12,"0,00"
559401,7/8/2021 10:49:00,15039,United Kingdom,95,"185,81"
574035,11/2/2021 12:45:00,14606,United Kingdom,60,"113,01"
573407,10/30/2021 15:58:00,18067,United Kingdom,189,"396,33"
573752,11/1/2021 9:34:00,,United Kingdom,-90,"0,00"
542353,1/27/2021 12:19:00,16700,United Kingdom,463,"508,36"
547196,3/21/2021 12:44:00,12637,France,5,"4,63"
545300,3/1/2021 12:24:00,15092,United Kingdom,116,"323,16"
545896,3/7/2021 17:19:00,15869,United Kingdom,118,"61,59"
561652,7/28/2021 15:50:00,,United Kingdom,2,"0,00"
C579928,12/1/2021 9:29:00,14121,United Kingdom,-1,"-25,00"
568411,9/27/2021 10:52:00,,United Kingdom,426,"2886,66"
C538375,12/12/2020 11:19:00,17126,United Kingdom,-1,"-9,95"
557315,6/19/2021 16:02:00,15535,United Kingdom,38,"125,01"
569319,10/3/2021 12:17:00,14290,United Kingdom,448,"728,50"
552491,5/9/2021 16:01:00,17033,United Kingdom,66,"300,30"
566395,9/12/2021 12:48:00,14952,United Kingdom,164,"683,80"
556915,6/15/2021 13:35:00,15036,United Kingdom,86,"192,54"
565870,9/7/2021 15:10:00,16828,United Kingdom,1,"15,00"
551860,5/4/2021 15:41:00,15508,United Kingdom,32,"110,64"
569263,10/3/2021 11:37:00,18102,United Kingdom,1702,"4849,10"
547872,3/27/2021 14:34:00,16777,United Kingdom,50,"177,25"
577060,11/17/2021 14:36:00,14397,United Kingdom,92,"131,80"
542277,1/27/2021 10:30:00,14440,United Kingdom,191,"529,01"
543117,2/3/2021 13:30:00,12464,Belgium,21,"213,90"
537246,12/6/2020 10:27:00,12808,Portugal,53,"129,40"
579442,11/29/2021 13:37:00,15152,United Kingdom,88,"262,80"
C576858,11/16/2021 15:52:00,17183,United Kingdom,-2,"-22,90"
548728,4/4/2021 9:55:00,13198,United Kingdom,835,"903,01"
565202,9/1/2021 16:44:00,14482,United Kingdom,123,"227,85"
C578377,11/24/2021 11:44:00,14277,France,-360,"-259,20"
562015,8/1/2021 14:06:00,17615,United Kingdom,30,"57,30"
546388,3/11/2021 13:42:00,,United Kingdom,548,"2472,63"
549329,4/8/2021 10:49:00,,United Kingdom,-1,"0,00"
552867,5/12/2021 8:36:00,15513,United Kingdom,292,"1105,00"
564480,8/25/2021 13:24:00,17656,United Kingdom,240,"318,92"
540383,1/6/2021 17:47:00,16422,United Kingdom,203,"406,77"
550052,4/14/2021 12:00:00,17068,United Kingdom,198,"422,55"
536381,12/1/2020 9:41:00,15311,United Kingdom,198,"449,98"
557964,6/24/2021 9:27:00,15498,United Kingdom,165,"272,26"
549164,4/6/2021 17:20:00,,United Kingdom,-75,"0,00"
C538726,12/14/2020 11:18:00,13078,United Kingdom,-1,"-2,95"
570482,10/10/2021 17:00:00,17459,United Kingdom,227,"300,39"
545463,3/3/2021 8:36:00,13784,United Kingdom,57,"96,75"
569491,10/4/2021 13:25:00,14056,United Kingdom,240,"528,68"
567381,9/20/2021 10:12:00,17450,United Kingdom,6760,"22104,80"
569212,10/2/2021 12:05:00,15164,United Kingdom,217,"474,87"
549906,4/12/2021 16:28:00,14998,United Kingdom,105,"183,64"
569897,10/6/2021 16:01:00,17813,United Kingdom,595,"1044,09"
542694,1/31/2021 12:37:00,12908,United Kingdom,600,"318,00"
551817,5/4/2021 11:50:00,17974,United Kingdom,87,"172,77"
569241,10/3/2021 9:30:00,14488,United Kingdom,799,"1064,28"
545414,3/2/2021 12:43:00,12980,United Kingdom,24,"838,80"
C540380,1/6/2021 17:36:00,16094,United Kingdom,-12,"-24,70"
553039,5/13/2021 8:21:00,16422,United Kingdom,409,"600,63"
572229,10/21/2021 14:23:00,14329,United Kingdom,574,"1161,36"
536500,12/1/2020 12:35:00,17377,United Kingdom,102,"223,90"
568551,9/27/2021 14:58:00,14883,United Kingdom,250,"184,21"
553151,5/13/2021 14:53:00,13089,United Kingdom,416,"692,96"
578155,11/23/2021 11:32:00,12748,United Kingdom,73,"176,94"
541008,1/13/2021 10:48:00,17848,United Kingdom,68,"72,26"
C571750,10/19/2021 11:16:00,12744,Singapore,-2,"-6068,06"
574951,11/8/2021 9:44:00,15763,United Kingdom,84,"564,43"
C541688,1/20/2021 16:15:00,12683,France,-4,"-43,80"
563707,8/18/2021 14:53:00,16626,United Kingdom,50,"137,30"
541678,1/20/2021 14:13:00,17771,United Kingdom,110,"115,80"
542881,2/1/2021 12:54:00,14587,United Kingdom,58,"150,20"
580879,12/6/2021 12:18:00,17346,United Kingdom,66,"137,09"
579962,12/1/2021 11:12:00,14243,United Kingdom,66,"107,42"
561037,7/24/2021 11:55:00,12472,Germany,472,"612,10"
547664,3/24/2021 13:16:00,13069,United Kingdom,398,"273,98"
C571543,10/17/2021 16:53:00,17677,United Kingdom,-6,"-24,90"
544922,2/24/2021 16:46:00,15847,United Kingdom,348,"180,68"
541756,1/21/2021 11:42:00,12664,Finland,164,"661,58"
578531,11/24/2021 14:40:00,17364,United Kingdom,205,"250,26"
537896,12/9/2020 10:33:00,18071,United Kingdom,157,"258,95"
549949,4/13/2021 12:57:00,13208,United Kingdom,148,"205,28"
577812,11/22/2021 8:56:00,16956,United Kingdom,114,"308,74"
538106,12/9/2020 15:20:00,17950,United Kingdom,57,"72,82"
557297,6/19/2021 13:54:00,12421,Spain,145,"239,35"
C537820,12/8/2020 14:10:00,16016,United Kingdom,-1,"-8,50"
550360,4/18/2021 10:55:00,14978,United Kingdom,84,"394,83"
547843,3/27/2021 11:22:00,18273,United Kingdom,20,"51,00"
551660,5/3/2021 12:16:00,15271,United Kingdom,54,"106,66"
C548469,3/31/2021 12:32:00,14543,United Kingdom,-30,"-283,21"
562418,8/4/2021 16:34:00,16572,United Kingdom,176,"367,32"
580820,12/6/2021 11:32:00,13685,United Kingdom,2,"3,20"
554678,5/25/2021 16:03:00,,United Kingdom,-30,"0,00"
568990,9/29/2021 16:42:00,15933,United Kingdom,271,"316,46"
577024,11/17/2021 12:47:00,14704,United Kingdom,107,"159,65"
C559498,7/8/2021 14:06:00,15078,United Kingdom,-4,"-14,06"
C566758,9/14/2021 16:05:00,14292,United Kingdom,-4,"-13,00"
564739,8/28/2021 14:28:00,16931,United Kingdom,81,"174,83"
551057,4/26/2021 11:59:00,16942,United Kingdom,138,"285,04"
571032,10/13/2021 12:38:00,13827,United Kingdom,46,"111,29"
C554361,5/24/2021 10:15:00,17811,United Kingdom,-1,"-4,95"
543919,2/14/2021 14:03:00,13157,United Kingdom,190,"197,82"
571506,10/17/2021 15:22:00,15355,United Kingdom,21,"126,25"
570860,10/12/2021 15:25:00,,United Kingdom,44,"0,00"
570679,10/11/2021 15:26:00,17769,United Kingdom,132,"376,90"
578211,11/23/2021 11:47:00,12748,United Kingdom,343,"319,71"
558875,7/4/2021 13:35:00,13301,United Kingdom,81,"153,13"
548796,4/4/2021 12:42:00,15752,United Kingdom,340,"403,78"
572756,10/25/2021 17:32:00,15482,United Kingdom,384,"360,00"
561109,7/25/2021 11:43:00,15218,United Kingdom,212,"298,20"
546365,3/11/2021 11:35:00,12520,Germany,618,"987,42"
551292,4/27/2021 14:27:00,14298,United Kingdom,362,"431,74"
C572473,10/24/2021 13:34:00,18188,United Kingdom,-1,"-2,55"
580173,12/2/2021 11:43:00,18282,United Kingdom,28,"77,84"
554035,5/20/2021 14:07:00,16187,United Kingdom,26,"63,90"
559360,7/7/2021 19:54:00,14657,United Kingdom,68,"114,54"
577361,11/18/2021 16:13:00,13012,United Kingdom,4,"15,00"
543382,2/7/2021 16:21:00,14030,United Kingdom,225,"307,23"
C566185,9/9/2021 13:02:00,18167,United Kingdom,-4,"-13,15"
553935,5/20/2021 10:32:00,15856,United Kingdom,615,"772,57"
556579,6/13/2021 14:16:00,15069,United Kingdom,520,"1109,53"
544410,2/18/2021 13:54:00,,United Kingdom,-741,"0,00"
552549,5/10/2021 10:39:00,15674,United Kingdom,1,"334,71"
563468,8/16/2021 14:55:00,16168,United Kingdom,16,"65,20"
543267,2/4/2021 17:24:00,,United Kingdom,3,"0,00"
565218,9/1/2021 17:45:00,12739,United Arab Emirates,485,"975,54"
565289,9/2/2021 11:43:00,14911,EIRE,163,"749,13"
554371,5/24/2021 10:42:00,17659,United Kingdom,451,"595,29"
560779,7/21/2021 9:30:00,,United Kingdom,129,"895,16"
548326,3/30/2021 13:02:00,15424,United Kingdom,168,"189,84"
543800,2/13/2021 11:36:00,17282,United Kingdom,617,"741,85"
576539,11/15/2021 12:43:00,13058,United Kingdom,26,"133,70"
560732,7/20/2021 14:55:00,14056,United Kingdom,196,"341,03"
569641,10/5/2021 12:27:00,12841,United Kingdom,119,"196,65"
C546975,3/18/2021 12:08:00,,United Kingdom,-1,"-19,05"
547931,3/28/2021 14:01:00,12594,Italy,1,"28,00"
548359,3/30/2021 15:31:00,14828,United Kingdom,696,"493,92"
547062,3/20/2021 13:28:00,16728,United Kingdom,160,"224,49"
561480,7/27/2021 13:32:00,,United Kingdom,-12,"0,00"
552233,5/6/2021 15:54:00,17068,United Kingdom,25,"112,05"
541615,1/20/2021 10:43:00,16395,United Kingdom,132,"149,42"
558620,6/30/2021 16:39:00,15584,United Kingdom,49,"154,65"
580975,12/6/2021 15:28:00,12989,United Kingdom,24,"61,20"
551470,4/28/2021 16:39:00,16782,United Kingdom,44,"112,96"
561396,7/27/2021 10:40:00,13458,United Kingdom,512,"794,58"
C550534,4/19/2021 11:08:00,14326,United Kingdom,-4,"-17,00"
C568689,9/28/2021 14:42:00,17841,United Kingdom,-10,"-15,35"
C536757,12/2/2020 14:23:00,15838,United Kingdom,-9360,"-280,80"
537955,12/9/2020 11:28:00,16782,United Kingdom,89,"371,70"
580356,12/2/2021 16:06:00,18109,United Kingdom,2,"15,00"
563011,8/11/2021 12:00:00,16283,United Kingdom,46,"109,98"
554816,5/26/2021 14:01:00,17550,United Kingdom,22,"100,44"
575188,11/9/2021 9:07:00,16759,United Kingdom,120,"310,90"
574685,11/6/2021 12:59:00,17581,United Kingdom,86,"174,90"
546653,3/15/2021 14:18:00,,United Kingdom,77,"549,52"
554524,5/24/2021 17:18:00,14738,United Kingdom,12,"17,40"
547358,3/22/2021 12:25:00,15998,United Kingdom,643,"918,83"
